student_id,age,gender,study_hours_per_week,preferred_learning_style,online_courses_completed,participation_in_discussions,assignment_completion_rate,exam_score,attendance_rate,use_of_educational_tech,self_reported_stress_level,time_spent_on_social_media,sleep_hours_per_night,final_grade,cgpa,mastery_score
S05726,20,Male,26,Auditory,6,Yes,20.1,30.8,51,Yes,Medium,1,7,D,1,50.9
S05727,24,Female,22,Kinesthetic,2,Yes,30,35.7,78,Yes,Low,0,7,D,1,65.7
S05728,27,Female,39,Visual,1,Yes,15,29.4,97,Yes,High,17,7,D,1,44.4
S05729,18,Male,15,Reading/Writing,10,No,28.5,60.9,87,Yes,Medium,18,7,A,4,89.4
S05730,19,Female,13,Reading/Writing,7,Yes,27.6,45.5,81,Yes,Low,7,10,C,2,73.1
S05731,27,Female,24,Reading/Writing,1,No,22.2,32.2,59,No,High,5,6,D,1,54.4
S05732,20,Female,46,Kinesthetic,10,Yes,26.7,41.3,87,No,Medium,25,10,C,2,68
S05733,27,Male,14,Kinesthetic,1,No,26.4,52.5,96,Yes,Low,11,10,B,3,78.9
S05734,24,Male,43,Auditory,13,No,23.1,34.3,56,Yes,High,16,6,D,1,57.4
S05735,23,Male,12,Visual,6,No,16.2,61.6,64,Yes,Medium,5,9,A,4,77.8
S05736,19,Female,40,Auditory,5,No,15.3,53.2,98,Yes,Medium,17,7,B,3,68.5
S05737,24,Female,6,Reading/Writing,20,Yes,21,31.5,92,Yes,Medium,20,6,D,1,52.5
S05738,23,Male,48,Kinesthetic,7,Yes,20.7,48.3,50,Yes,Low,28,7,C,2,69
S05739,24,Male,10,Reading/Writing,10,No,28.8,46.2,66,No,Medium,22,4,C,2,75
S05740,23,Female,18,Visual,18,No,29.4,32.9,84,No,Medium,10,10,D,1,62.3
S05741,20,Female,12,Visual,1,Yes,18.9,53.2,92,Yes,Medium,11,9,B,3,72.1
S05742,25,Male,18,Kinesthetic,16,No,25.8,58.1,60,Yes,Medium,28,7,B,3,83.9
S05743,26,Female,27,Visual,15,No,24,34.3,79,Yes,Medium,11,7,D,1,58.3
S05744,28,Male,43,Auditory,19,Yes,26.1,66.5,68,Yes,Medium,18,6,A,4,92.6
S05745,27,Male,11,Reading/Writing,1,No,15.9,46.9,96,Yes,High,5,6,C,2,62.8
S05746,27,Other,33,Visual,5,Yes,21,30.8,93,Yes,Low,25,7,D,1,51.8
S05747,25,Male,35,Kinesthetic,19,No,28.2,66.5,66,Yes,Medium,26,8,A,4,94.7
S05748,26,Female,34,Visual,4,Yes,28.8,65.1,87,Yes,Medium,25,7,A,4,93.9
S05749,23,Other,20,Kinesthetic,15,Yes,24.3,44.1,67,Yes,Medium,28,7,C,2,68.4
S05750,23,Male,24,Reading/Writing,15,No,18.3,49.7,89,Yes,Low,19,6,B,3,68
S05751,21,Female,5,Reading/Writing,17,No,15,32.9,65,Yes,Low,9,8,D,1,47.9
S05752,19,Female,31,Reading/Writing,10,Yes,15.3,46.2,86,No,Low,7,6,C,2,61.5
S05753,23,Male,17,Auditory,16,Yes,15.6,48.3,51,Yes,Medium,24,10,C,2,63.9
S05754,20,Male,36,Visual,13,Yes,15.9,28.7,78,No,Low,1,5,D,1,44.6
S05755,20,Female,44,Visual,2,No,29.7,62.3,97,Yes,Medium,30,8,A,4,92
S05756,23,Female,21,Reading/Writing,13,No,18.6,64.4,100,Yes,Low,17,5,A,4,83
S05757,29,Male,19,Kinesthetic,18,Yes,25.8,53.2,82,No,Medium,28,4,B,3,79
S05758,26,Female,29,Visual,2,Yes,27.6,68.6,74,Yes,Low,16,9,A,4,96.2
S05759,23,Female,27,Kinesthetic,13,No,19.5,29.4,59,Yes,Medium,1,5,D,1,48.9
S05760,20,Male,16,Auditory,17,No,24.3,42.7,54,Yes,Medium,6,8,C,2,67
S05761,20,Female,18,Reading/Writing,16,Yes,22.2,49.7,53,Yes,Medium,3,7,B,3,71.9
S05762,23,Female,48,Kinesthetic,1,Yes,28.2,51.1,98,No,High,10,9,B,3,79.3
S05763,29,Female,35,Kinesthetic,15,Yes,16.2,56,98,Yes,Low,21,4,B,3,72.2
S05764,25,Female,20,Kinesthetic,11,Yes,21.6,53.2,54,Yes,Medium,22,8,B,3,74.8
S05765,20,Female,28,Reading/Writing,0,Yes,19.5,59.5,87,Yes,Low,23,5,A,4,79
S05766,21,Female,6,Kinesthetic,17,Yes,16.5,49.7,89,No,Medium,7,4,B,3,66.2
S05767,18,Male,6,Reading/Writing,19,Yes,27.6,29.4,52,No,Medium,18,9,D,1,57
S05768,21,Male,9,Reading/Writing,16,No,20.1,45.5,98,No,Low,23,10,C,2,65.6
S05769,24,Male,11,Reading/Writing,19,Yes,20.7,56,62,Yes,Low,18,8,B,3,76.7
S05770,27,Male,23,Kinesthetic,7,Yes,22.5,32.2,89,Yes,Low,23,6,D,1,54.7
S05771,25,Male,43,Reading/Writing,10,No,29.4,44.1,61,Yes,Medium,5,5,C,2,73.5
S05772,22,Male,10,Auditory,10,No,24.9,38.5,72,No,Low,25,10,C,2,63.4
S05773,24,Male,7,Visual,18,Yes,16.5,34.3,89,No,Medium,24,5,D,1,50.8
S05774,22,Male,44,Kinesthetic,11,Yes,24.3,56.7,54,Yes,Medium,19,8,B,3,81
S05775,23,Female,14,Auditory,13,Yes,19.2,56.7,56,Yes,Medium,5,6,B,3,75.9
S05776,20,Female,13,Auditory,13,Yes,26.1,52.5,70,Yes,Medium,0,9,B,3,78.6
S05777,21,Male,18,Reading/Writing,13,Yes,25.5,49.7,85,Yes,Low,10,8,B,3,75.2
S05778,27,Male,9,Visual,7,Yes,20.1,40.6,51,Yes,High,29,7,C,2,60.7
S05779,25,Female,48,Kinesthetic,5,No,26.4,32.2,54,Yes,Low,3,9,D,1,58.6
S05780,24,Male,10,Visual,15,Yes,19.8,28.7,52,Yes,Low,29,6,D,1,48.5
S05781,27,Female,37,Auditory,11,Yes,15.6,38.5,76,Yes,Low,28,7,C,2,54.1
S05782,20,Male,44,Auditory,11,Yes,27.6,40.6,97,Yes,Low,29,8,C,2,68.2
S05783,29,Other,30,Kinesthetic,16,Yes,17.1,50.4,85,No,Medium,24,10,B,3,67.5
S05784,19,Female,27,Visual,9,Yes,27.9,31.5,55,No,Medium,30,5,D,1,59.4
S05785,24,Male,25,Auditory,5,Yes,15.3,53.9,62,Yes,Medium,7,4,B,3,69.2
S05786,21,Female,7,Visual,15,No,19.5,44.8,88,No,Medium,14,5,C,2,64.3
S05787,25,Female,45,Reading/Writing,1,Yes,15.9,53.9,65,Yes,Low,29,4,B,3,69.8
S05788,28,Male,7,Visual,18,No,26.7,34.3,93,Yes,Low,15,5,D,1,61
S05789,23,Female,25,Auditory,13,Yes,20.1,69.3,67,Yes,Low,18,7,A,4,89.4
S05790,18,Male,9,Visual,17,No,16.5,28,82,Yes,Medium,11,4,D,1,44.5
S05791,19,Male,25,Kinesthetic,8,Yes,18,30.1,61,Yes,Low,5,7,D,1,48.1
S05792,26,Male,35,Visual,8,Yes,21.6,28,91,Yes,Low,28,10,D,1,49.6
S05793,19,Male,18,Auditory,12,No,22.8,70,67,Yes,Medium,8,10,A,4,92.8
S05794,21,Male,32,Auditory,5,No,21,57.4,74,No,Low,18,10,B,3,78.4
S05795,20,Female,35,Auditory,6,Yes,18.6,65.8,78,Yes,Low,29,9,A,4,84.4
S05796,19,Female,5,Visual,0,No,27.9,70,72,Yes,Medium,18,10,A,4,97.9
S05797,20,Other,18,Reading/Writing,8,Yes,26.1,40.6,94,Yes,Medium,16,5,C,2,66.7
S05798,28,Female,45,Visual,12,Yes,20.1,61.6,98,Yes,High,18,8,A,4,81.7
S05799,27,Female,33,Visual,10,No,23.1,67.9,88,Yes,Medium,14,7,A,4,91
S05800,18,Female,48,Reading/Writing,4,No,21.3,28,65,No,Medium,26,5,D,1,49.3
S05801,26,Male,14,Kinesthetic,5,Yes,21.9,50.4,100,No,Medium,28,8,B,3,72.3
S05802,23,Female,30,Auditory,13,Yes,22.8,30.1,98,Yes,Medium,29,6,D,1,52.9
S05803,28,Female,49,Auditory,11,No,27.3,57.4,90,Yes,High,28,6,B,3,84.7
S05804,27,Male,13,Auditory,14,Yes,27.3,30.8,70,Yes,Medium,26,4,D,1,58.1
S05805,21,Female,7,Kinesthetic,15,Yes,19.5,40.6,73,No,Low,1,4,C,2,60.1
S05806,23,Female,15,Visual,9,No,23.4,32.2,56,Yes,Low,2,9,D,1,55.6
S05807,24,Male,13,Kinesthetic,6,Yes,23.7,32.9,88,No,Medium,22,6,D,1,56.6
S05808,18,Male,25,Visual,0,Yes,28.8,45.5,84,Yes,Medium,29,5,C,2,74.3
S05809,23,Female,38,Auditory,8,No,24.3,60.9,70,Yes,Medium,14,9,A,4,85.2
S05810,28,Female,8,Kinesthetic,19,Yes,20.1,36.4,85,Yes,Medium,13,7,D,1,56.5
S05811,23,Female,16,Auditory,3,Yes,19.5,39.9,92,No,Low,3,8,C,2,59.4
S05812,21,Female,40,Visual,2,No,15,36.4,97,Yes,Medium,17,7,D,1,51.4
S05813,27,Female,47,Visual,9,Yes,21,68.6,89,Yes,Medium,9,4,A,4,89.6
S05814,26,Male,22,Kinesthetic,4,No,26.7,30.8,82,Yes,High,24,8,D,1,57.5
S05815,23,Male,7,Visual,8,No,18.3,70,59,Yes,Low,16,10,A,4,88.3
S05816,22,Female,24,Auditory,4,Yes,28.8,59.5,64,Yes,Low,24,10,A,4,88.3
S05817,27,Female,6,Auditory,19,Yes,27.6,60.2,76,No,Medium,2,4,A,4,87.8
S05818,27,Female,32,Reading/Writing,18,No,19.5,65.8,94,No,Low,3,10,A,4,85.3
S05819,24,Male,47,Auditory,19,Yes,27.6,51.1,59,Yes,High,18,9,B,3,78.7
S05820,24,Male,46,Reading/Writing,6,Yes,16.8,29.4,85,Yes,Medium,11,6,D,1,46.2
S05821,21,Female,22,Auditory,16,Yes,21.9,60.2,99,Yes,Low,1,4,A,4,82.1
S05822,27,Male,7,Reading/Writing,15,Yes,16.2,30.8,82,No,Medium,11,5,D,1,47
S05823,28,Female,10,Kinesthetic,8,No,20.1,36.4,59,Yes,High,11,4,D,1,56.5
S05824,29,Male,41,Auditory,12,No,24.6,35.7,80,Yes,High,16,6,D,1,60.3
S05825,20,Male,42,Visual,16,Yes,16.2,44.8,59,No,Medium,18,5,C,2,61
S05826,24,Male,7,Reading/Writing,8,No,19.2,52.5,54,No,Medium,2,5,B,3,71.7
S05827,24,Other,46,Auditory,17,Yes,17.4,44.1,94,Yes,Low,9,10,C,2,61.5
S05828,21,Female,44,Auditory,19,Yes,24,58.1,53,Yes,Low,0,9,B,3,82.1
S05829,20,Female,11,Kinesthetic,12,No,21.6,28,79,Yes,High,4,10,D,1,49.6
S05830,21,Other,11,Visual,16,Yes,25.8,29.4,71,Yes,High,10,5,D,1,55.2
S05831,20,Female,24,Reading/Writing,15,No,15.6,29.4,97,No,Medium,4,5,D,1,45
S05832,21,Male,33,Kinesthetic,14,Yes,15.3,46.9,77,Yes,Medium,7,8,C,2,62.2
S05833,26,Female,31,Kinesthetic,8,No,23.1,42,64,Yes,Medium,24,9,C,2,65.1
S05834,22,Female,44,Reading/Writing,13,No,21.6,33.6,61,Yes,Medium,14,10,D,1,55.2
S05835,22,Male,43,Auditory,19,No,18,58.8,81,Yes,Low,27,5,B,3,76.8
S05836,26,Male,43,Visual,11,Yes,28.8,50.4,58,No,Medium,29,9,B,3,79.2
S05837,29,Female,8,Reading/Writing,6,No,22.2,67.9,98,Yes,Medium,20,7,A,4,90.1
S05838,29,Female,25,Visual,15,Yes,30,63.7,79,No,Low,6,5,A,4,93.7
S05839,23,Male,40,Reading/Writing,17,No,15.3,44.8,65,Yes,High,15,5,C,2,60.1
S05840,25,Male,12,Visual,12,Yes,27,42,95,Yes,Medium,3,7,C,2,69
S05841,18,Female,16,Auditory,9,No,15.9,67.9,72,Yes,Low,21,6,A,4,83.8
S05842,24,Male,35,Auditory,10,Yes,16.8,65.8,91,No,Low,11,8,A,4,82.6
S05843,24,Male,45,Auditory,16,Yes,29.7,40.6,58,Yes,Medium,29,8,C,2,70.3
S05844,20,Male,43,Auditory,20,Yes,18.9,44.1,75,No,Medium,0,9,C,2,63
S05845,25,Male,33,Reading/Writing,12,Yes,16.5,37.8,67,Yes,Low,30,7,D,1,54.3
S05846,22,Male,42,Reading/Writing,2,Yes,15,40.6,88,No,Medium,0,4,C,2,55.6
S05847,27,Female,23,Auditory,6,Yes,17.4,51.1,91,Yes,Medium,8,10,B,3,68.5
S05848,27,Female,10,Kinesthetic,7,Yes,22.8,67.9,71,Yes,Medium,14,7,A,4,90.7
S05849,25,Male,28,Kinesthetic,14,Yes,25.2,54.6,98,Yes,Medium,7,6,B,3,79.8
S05850,24,Female,49,Auditory,12,Yes,20.1,59.5,77,No,Medium,26,10,A,4,79.6
S05851,27,Other,22,Kinesthetic,3,No,25.2,49.7,61,Yes,Medium,23,7,B,3,74.9
S05852,18,Male,35,Reading/Writing,18,Yes,15.6,49.7,87,Yes,High,5,6,B,3,65.3
S05853,28,Male,23,Reading/Writing,6,Yes,16.5,70,67,No,Medium,24,8,A,4,86.5
S05854,20,Male,27,Reading/Writing,17,Yes,29.1,62.3,92,Yes,Medium,0,7,A,4,91.4
S05855,27,Female,19,Reading/Writing,6,No,28.5,32.9,89,Yes,Medium,23,7,D,1,61.4
S05856,29,Male,16,Kinesthetic,17,No,29.4,58.8,64,Yes,Medium,26,6,B,3,88.2
S05857,20,Male,40,Visual,4,Yes,24.6,42.7,62,Yes,High,26,9,C,2,67.3
S05858,18,Female,41,Kinesthetic,5,Yes,22.8,60.9,79,Yes,Medium,13,8,A,4,83.7
S05859,27,Female,16,Reading/Writing,2,No,18.6,44.1,65,Yes,High,1,6,C,2,62.7
S05860,29,Male,16,Reading/Writing,18,Yes,16.8,43.4,64,Yes,Low,25,7,C,2,60.2
S05861,29,Female,24,Kinesthetic,13,No,29.7,28,91,Yes,Low,11,10,D,1,57.7
S05862,23,Female,8,Kinesthetic,4,Yes,20.1,30.1,80,Yes,Medium,13,4,D,1,50.2
S05863,20,Female,8,Auditory,9,Yes,21.9,65.8,50,Yes,Medium,23,7,A,4,87.7
S05864,23,Male,36,Visual,3,Yes,16.2,68.6,94,Yes,Low,2,7,A,4,84.8
S05865,18,Female,22,Auditory,2,Yes,21.6,37.1,80,Yes,Low,18,4,D,1,58.7
S05866,24,Female,14,Reading/Writing,18,Yes,24,65.8,76,Yes,Medium,10,6,A,4,89.8
S05867,21,Female,17,Visual,5,Yes,23.1,64.4,77,Yes,Medium,18,7,A,4,87.5
S05868,21,Male,43,Auditory,5,Yes,15.9,37.1,62,No,High,18,5,D,1,53
S05869,29,Female,35,Kinesthetic,1,Yes,21,31.5,67,Yes,High,13,4,D,1,52.5
S05870,25,Male,30,Reading/Writing,7,No,27.9,43.4,85,Yes,Low,9,4,C,2,71.3
S05871,29,Male,30,Reading/Writing,17,Yes,29.1,37.8,96,Yes,High,19,7,D,1,66.9
S05872,29,Male,6,Auditory,1,No,24.3,65.8,76,No,Medium,8,8,A,4,90.1
S05873,27,Male,21,Kinesthetic,15,Yes,23.4,28,50,Yes,Medium,9,10,D,1,51.4
S05874,20,Male,42,Kinesthetic,17,Yes,26.1,60.9,76,Yes,High,26,8,A,4,87
S05875,29,Male,37,Auditory,9,Yes,27.3,44.8,68,Yes,Medium,22,6,C,2,72.1
S05876,28,Male,28,Reading/Writing,11,No,20.1,29.4,79,Yes,Low,23,10,D,1,49.5
S05877,21,Female,19,Visual,13,No,27.3,34.3,84,No,Low,18,4,D,1,61.6
S05878,27,Male,27,Reading/Writing,13,No,28.5,58.1,67,Yes,Medium,14,7,B,3,86.6
S05879,18,Male,35,Reading/Writing,4,No,16.8,62.3,68,No,Low,8,10,A,4,79.1
S05880,18,Female,28,Visual,20,Yes,26.7,42.7,59,No,Medium,23,5,C,2,69.4
S05881,19,Female,29,Kinesthetic,13,Yes,19.2,61.6,63,Yes,Low,22,4,A,4,80.8
S05882,23,Male,46,Kinesthetic,10,Yes,27.9,67.9,76,Yes,Low,19,7,A,4,95.8
S05883,26,Female,41,Kinesthetic,16,Yes,21.9,43.4,63,No,Low,3,9,C,2,65.3
S05884,24,Male,24,Reading/Writing,10,Yes,16.8,52.5,62,No,High,19,6,B,3,69.3
S05885,19,Female,25,Reading/Writing,11,Yes,27,28.7,83,Yes,Low,10,10,D,1,55.7
S05886,24,Female,15,Kinesthetic,11,Yes,18,67.2,61,Yes,Medium,17,4,A,4,85.2
S05887,29,Male,24,Reading/Writing,14,No,29.7,43.4,85,No,Medium,2,4,C,2,73.1
S05888,27,Male,37,Kinesthetic,8,No,17.1,56,54,Yes,Medium,25,10,B,3,73.1
S05889,24,Male,37,Visual,11,No,27.3,68.6,52,Yes,Medium,18,4,A,4,95.9
S05890,21,Male,5,Visual,8,Yes,27,28,65,No,Medium,5,7,D,1,55
S05891,18,Male,15,Visual,15,Yes,27.3,40.6,72,Yes,Medium,6,8,C,2,67.9
S05892,27,Male,32,Auditory,1,Yes,21.6,45.5,67,Yes,Medium,16,6,C,2,67.1
S05893,27,Female,39,Auditory,0,No,29.4,29.4,56,Yes,Medium,24,5,D,1,58.8
S05894,21,Female,12,Auditory,12,Yes,20.1,61.6,81,Yes,High,12,8,A,4,81.7
S05895,25,Female,45,Visual,9,Yes,15.6,65.1,96,Yes,High,1,7,A,4,80.7
S05896,26,Male,5,Auditory,20,Yes,24.6,32.2,54,Yes,High,11,9,D,1,56.8
S05897,28,Male,16,Auditory,14,No,27.3,64.4,94,No,Medium,10,7,A,4,91.7
S05898,21,Female,41,Auditory,20,Yes,27.9,46.9,90,Yes,High,17,7,C,2,74.8
S05899,29,Male,23,Reading/Writing,10,Yes,25.8,51.8,55,No,Medium,29,4,B,3,77.6
S05900,28,Male,27,Auditory,2,Yes,25.5,39.9,79,Yes,Low,20,7,C,2,65.4
S05901,19,Male,21,Reading/Writing,7,No,17.1,63.7,76,No,Medium,6,4,A,4,80.8
S05902,29,Male,41,Kinesthetic,1,No,28.2,63,57,Yes,High,21,4,A,4,91.2
S05903,19,Male,21,Kinesthetic,9,No,18.6,51.8,51,No,Medium,22,8,B,3,70.4
S05904,19,Male,47,Kinesthetic,18,Yes,22.5,44.1,52,Yes,Medium,2,8,C,2,66.6
S05905,28,Male,24,Visual,4,Yes,25.5,59.5,79,Yes,Medium,7,10,A,4,85
S05906,23,Male,16,Auditory,15,Yes,28.8,30.8,60,Yes,High,12,10,D,1,59.6
S05907,28,Female,13,Auditory,3,No,28.2,60.2,65,Yes,Low,6,9,A,4,88.4
S05908,23,Male,32,Visual,19,Yes,24.3,32.2,71,Yes,Medium,10,7,D,1,56.5
S05909,28,Female,31,Visual,3,Yes,24.9,42.7,67,No,High,8,4,C,2,67.6
S05910,23,Male,41,Visual,7,Yes,17.1,64.4,54,Yes,High,18,8,A,4,81.5
S05911,19,Male,15,Kinesthetic,15,No,28.5,37.8,59,No,Medium,18,4,D,1,66.3
S05912,28,Female,26,Reading/Writing,4,Yes,25.2,48.3,69,Yes,Medium,30,4,C,2,73.5
S05913,21,Male,44,Kinesthetic,11,Yes,24.9,62.3,92,Yes,Medium,23,9,A,4,87.2
S05914,28,Female,35,Kinesthetic,15,Yes,18.9,42,96,Yes,Low,18,9,C,2,60.9
S05915,24,Female,17,Kinesthetic,18,Yes,25.5,65.8,84,No,Medium,25,7,A,4,91.3
S05916,24,Female,12,Visual,5,Yes,19.8,49.7,57,Yes,Medium,5,7,B,3,69.5
S05917,19,Male,15,Kinesthetic,3,Yes,15.9,51.1,63,Yes,Medium,24,9,B,3,67
S05918,21,Female,30,Auditory,8,No,18.6,42.7,82,Yes,Low,19,5,C,2,61.3
S05919,21,Female,23,Auditory,16,Yes,21.3,65.8,83,No,High,27,4,A,4,87.1
S05920,21,Female,41,Kinesthetic,16,Yes,16.5,49.7,77,Yes,Medium,20,10,B,3,66.2
S05921,24,Male,24,Reading/Writing,9,Yes,23.1,60.9,87,Yes,High,12,6,A,4,84
S05922,29,Other,37,Visual,17,Yes,19.8,62.3,57,No,Low,22,4,A,4,82.1
S05923,23,Female,5,Reading/Writing,14,Yes,23.1,60.9,58,Yes,Medium,0,10,A,4,84
S05924,26,Male,16,Visual,16,Yes,24.3,51.1,99,Yes,Medium,24,5,B,3,75.4
S05925,25,Female,17,Kinesthetic,1,Yes,15.9,56,93,Yes,Low,17,10,B,3,71.9
S05926,20,Male,25,Kinesthetic,9,Yes,15.9,53.2,74,Yes,Medium,5,4,B,3,69.1
S05927,19,Male,18,Visual,10,Yes,22.8,67.2,75,No,High,17,4,A,4,90
S05928,26,Male,19,Kinesthetic,16,Yes,19.2,51.8,90,No,Medium,2,7,B,3,71
S05929,24,Male,40,Auditory,5,Yes,21.9,33.6,53,Yes,Low,22,6,D,1,55.5
S05930,22,Male,49,Reading/Writing,15,Yes,26.7,59.5,79,Yes,Medium,22,6,A,4,86.2
S05931,24,Male,46,Reading/Writing,5,Yes,18.3,48.3,61,No,Medium,0,5,C,2,66.6
S05932,19,Female,37,Visual,14,Yes,16.2,70,73,No,Low,28,6,A,4,86.2
S05933,18,Male,18,Visual,20,No,16.5,68.6,68,No,High,14,4,A,4,85.1
S05934,23,Male,6,Auditory,16,Yes,27.3,63.7,94,Yes,Medium,30,7,A,4,91
S05935,29,Female,46,Visual,6,No,17.1,41.3,67,Yes,Medium,0,8,C,2,58.4
S05936,21,Female,47,Reading/Writing,1,Yes,29.4,63.7,81,No,High,24,6,A,4,93.1
S05937,20,Female,23,Kinesthetic,0,No,15,47.6,61,No,Medium,4,6,C,2,62.6
S05938,26,Male,30,Auditory,0,No,19.8,49,63,Yes,Medium,17,5,B,3,68.8
S05939,21,Male,21,Reading/Writing,18,Yes,16.5,45.5,96,No,Low,2,4,C,2,62
S05940,18,Female,10,Visual,2,Yes,25.5,60.9,72,Yes,High,21,7,A,4,86.4
S05941,22,Male,30,Reading/Writing,15,No,17.4,42.7,92,Yes,High,15,4,C,2,60.1
S05942,29,Female,12,Visual,17,No,17.4,67.2,90,Yes,High,2,9,A,4,84.6
S05943,24,Female,32,Reading/Writing,8,No,25.8,38.5,95,Yes,Low,26,9,C,2,64.3
S05944,21,Female,13,Kinesthetic,15,Yes,19.2,58.8,82,Yes,Medium,1,4,B,3,78
S05945,27,Male,38,Kinesthetic,8,Yes,28.5,65.1,68,No,Low,19,9,A,4,93.6
S05946,22,Male,23,Reading/Writing,14,Yes,21.3,42.7,52,Yes,Low,3,8,C,2,64
S05947,26,Male,6,Visual,4,Yes,16.5,43.4,96,No,Medium,16,6,C,2,59.9
S05948,28,Female,43,Reading/Writing,18,No,28.8,29.4,100,No,Medium,24,10,D,1,58.2
S05949,18,Female,17,Auditory,20,No,22.8,37.8,63,Yes,Low,5,7,D,1,60.6
S05950,29,Male,39,Kinesthetic,18,Yes,15.3,59.5,53,No,Low,18,6,A,4,74.8
S05951,28,Male,24,Visual,13,Yes,28.5,48.3,93,No,Medium,20,6,C,2,76.8
S05952,22,Male,25,Auditory,15,No,21.6,49.7,93,No,Low,24,10,B,3,71.3
S05953,26,Male,35,Auditory,9,Yes,16.5,67.9,74,Yes,Medium,26,8,A,4,84.4
S05954,19,Female,25,Kinesthetic,2,Yes,25.5,60.9,55,Yes,Medium,11,10,A,4,86.4
S05955,27,Female,7,Kinesthetic,0,Yes,26.4,62.3,67,No,Medium,17,9,A,4,88.7
S05956,21,Male,47,Visual,16,Yes,27.9,67.9,71,No,Medium,2,7,A,4,95.8
S05957,26,Female,48,Visual,14,Yes,29.7,28,80,Yes,Medium,28,10,D,1,57.7
S05958,20,Female,5,Auditory,9,Yes,29.1,35.7,65,Yes,Medium,30,6,D,1,64.8
S05959,19,Male,37,Visual,16,No,24,70,64,No,High,25,9,A,4,94
S05960,23,Male,46,Kinesthetic,4,Yes,15,49.7,53,No,High,16,6,B,3,64.7
S05961,28,Male,24,Visual,5,No,18.6,62.3,96,Yes,Medium,10,4,A,4,80.9
S05962,22,Female,25,Kinesthetic,2,Yes,29.4,32.9,68,Yes,High,27,10,D,1,62.3
S05963,29,Male,39,Reading/Writing,19,No,17.7,33.6,53,Yes,Low,23,5,D,1,51.3
S05964,23,Female,6,Visual,1,No,17.7,50.4,64,No,Low,25,8,B,3,68.1
S05965,29,Female,35,Auditory,8,No,26.4,61.6,59,Yes,Medium,21,10,A,4,88
S05966,21,Male,30,Reading/Writing,17,Yes,29.7,44.1,80,Yes,Medium,29,5,C,2,73.8
S05967,21,Female,29,Visual,2,No,30,51.8,70,Yes,Medium,5,4,B,3,81.8
S05968,18,Female,35,Reading/Writing,3,No,24.3,44.8,99,Yes,Medium,9,8,C,2,69.1
S05969,24,Female,33,Kinesthetic,10,No,27.9,64.4,83,Yes,Medium,4,8,A,4,92.3
S05970,18,Female,33,Visual,14,Yes,26.4,46.9,59,Yes,Low,29,9,C,2,73.3
S05971,19,Male,25,Visual,11,No,29.7,67.9,99,Yes,Medium,2,6,A,4,97.6
S05972,27,Female,15,Auditory,15,Yes,24.9,51.1,79,Yes,Medium,24,6,B,3,76
S05973,18,Female,33,Auditory,18,Yes,22.8,65.8,73,Yes,Medium,11,6,A,4,88.6
S05974,24,Female,23,Kinesthetic,9,Yes,18.3,43.4,84,Yes,Low,8,4,C,2,61.7
S05975,25,Female,26,Auditory,3,Yes,26.1,51.8,72,No,Medium,16,10,B,3,77.9
S05976,20,Female,44,Reading/Writing,6,No,24.6,65.1,53,Yes,Low,9,6,A,4,89.7
S05977,20,Female,19,Reading/Writing,2,Yes,22.8,51.8,81,Yes,Medium,9,4,B,3,74.6
S05978,23,Female,29,Kinesthetic,12,Yes,25.2,32.9,53,Yes,Medium,2,7,D,1,58.1
S05979,19,Female,25,Visual,2,Yes,17.1,51.1,79,No,Low,19,4,B,3,68.2
S05980,21,Female,35,Kinesthetic,2,Yes,28.8,67.9,85,Yes,Medium,17,4,A,4,96.7
S05981,23,Female,16,Reading/Writing,13,Yes,26.7,68.6,80,Yes,Medium,0,8,A,4,95.3
S05982,23,Male,16,Visual,11,No,23.7,43.4,90,Yes,Medium,18,9,C,2,67.1
S05983,21,Male,5,Visual,16,No,19.2,55.3,70,Yes,Low,18,9,B,3,74.5
S05984,20,Other,30,Visual,15,No,15,30.8,56,Yes,Low,0,4,D,1,45.8
S05985,29,Female,16,Reading/Writing,19,Yes,18.3,33.6,64,No,High,1,10,D,1,51.9
S05986,18,Male,26,Visual,16,Yes,27.9,51.8,92,Yes,Medium,19,5,B,3,79.7
S05987,24,Female,15,Visual,0,Yes,18.6,30.8,61,Yes,Low,26,6,D,1,49.4
S05988,28,Female,45,Visual,5,Yes,28.2,39.2,96,Yes,High,17,7,C,2,67.4
S05989,19,Male,22,Visual,18,No,27.3,59.5,76,No,Medium,14,6,A,4,86.8
S05990,18,Other,32,Reading/Writing,5,No,19.2,53.9,96,Yes,Medium,23,4,B,3,73.1
S05991,19,Female,7,Visual,0,Yes,22.8,46.2,92,Yes,Medium,0,5,C,2,69
S05992,28,Other,36,Visual,10,Yes,21.3,70,67,Yes,Low,22,4,A,4,91.3
S05993,28,Male,25,Auditory,4,Yes,21.3,67.9,85,No,Low,10,5,A,4,89.2
S05994,25,Male,7,Auditory,5,Yes,24.6,28.7,77,Yes,Low,11,7,D,1,53.3
S05995,21,Male,25,Visual,7,Yes,20.1,53.2,75,Yes,Medium,1,4,B,3,73.3
S05996,20,Female,30,Visual,12,No,22.8,47.6,77,No,Medium,25,5,C,2,70.4
S05997,18,Male,45,Visual,16,Yes,20.4,37.1,93,No,Low,16,7,D,1,57.5
S05998,18,Female,15,Reading/Writing,17,Yes,15.6,31.5,51,Yes,Medium,5,4,D,1,47.1
